ბათუმში	ბათუმ ში
მუსულმანების	მუსულ მან ებ ის
წარმონაქმნის	წარმო ნა ქმნ ი ს
ჰარმონიულ	ჰარმონიულ
გამოიგონეს	გამო იგონ ეს
პაკეტში	პაკეტ ში
პროვინციაზე	პროვინცი ა ზე
ოპერაციებზე	ოპერაცი ებ ზე
მინოსის	მი ნოს ის
ბალზაკმა	ბალზაკ მა
მაჭუტაძე	მა ჭ უტ აძე
მია	მ ი ა
ბალახში	ბალახ ში
ძაბრები	ძაბრ ები
ფარმაცევტულ	ფარმაცევტულ
რჩეული	რჩეულ ი
აცტეკებმა	აცტეკ ებ მა
მიფრინავს	მი ფრინავ ს
საქმის	საქმ ის
შემთხვევები	შე მთ ხვევ ებ ი
ჩეხურ	ჩეხ ურ
რევანში	რე ვან ში
კულტურისათვის	კულტურ ის ა თვის
მთაგრეხილის	მთა გრეხილ ის
გადაერჩინა	გადა ერჩინ ა
ფოტოს	ფოტო ს
პრაქტიკას	პრ აქტიკ ა ს
მატერიალურ	მატერიალ ურ
ბრტყელია	ბრტყელ ი ა
ანალები	ანალ ები
ლოლუას	ლოლუ ას
კედელია	კედელ ია
ნოემბრამდე	ნოემბრ ამდე
ძროხები	ძროხ ები
კრუხობს	კრუხობ ს
ქანდაკებაა	ქ ანდაკებ ა ა
ილხანთა	ილხან თა
სლავურ	სლავ ურ
წილკნის	წილკნ ის
