იტალიასთან	იტალია სთან
ერთბაშად	ერთბაშად
გამომცემელი	გამომცემ ელი
პროექტმა	პროექტ მა
პირველზე	პირველ ზე
ლატერალური	ლატერ ალური
მიწისძვრისა	მიწისძვრ ისა
ცხოვრობდეს	ცხოვრობ დეს
ეკლესიასთან	ეკლესი ასთან
შატლი	შატლი
გააქტიურება	გააქტიურ ება
მუშაობაზე	მუშაობ აზე
