ბათუმში	ბათუმ ში
მოწინააღმდეგეებთან	მოწინააღმდეგე ებთან
ბლანტი	ბლან ტი
საცეცები	სა ც ეცები
ღვთაებების	ღვთა ებების
მიემართებოდნენ	მიემართ ებოდნენ
ხიმშიაშვილი	ხიმშიაშვილ ი
სპარსელთა	სპარსელ თა
ანტიოქიაში	ანტიოქ იაში
შემოიღო	შემო იღო
ჩამოინგრა	ჩამო ინგრა
უფსკრულის	უფსკრულ ის
მიქატაძე	მიქა ტაძე
შესულიყვნენ	შე სული ყვნენ
კომპონენტის	კომპონენტ ის
